cluster,total_baskets,unique_products,total_items,total_spend,avg_transaction_value,active_weeks,campaigns_participated,coupons_redeemed,basket_frequency,customer_count
0,65.76864864864865,366.94054054054055,34414.14216216216,1724.0996864864865,3.1080944241329163,39.16054054054054,1.4627027027027026,0.17351351351351352,0.10616499829440783,1850
1,238.1723076923077,1111.7369230769232,303106.86,7489.044092307692,3.24756407641346,79.27538461538461,6.926153846153846,2.9353846153846153,0.3714656568091533,650
